nombreObjeto,perimetro,area,circularidad,convexArea
obj6IMAG063.BMP,108.554,342,0.364707175598636,435
obj1IMAG064.BMP,110.407,337,0.34741338461987,458
obj2IMAG064.BMP,206.792,365,0.107259374852594,1395
obj3IMAG064.BMP,142.811,1175,0.723976401345264,1347
obj4IMAG064.BMP,146.962,1240,0.72147525760438,1423
obj5IMAG064.BMP,208.266,361,0.104587628120473,1357
obj6IMAG064.BMP,108.248,342,0.366772029158607,437
obj1IMAG065.BMP,161.32,836,0.403682306687819,1203
obj2IMAG065.BMP,90.658,689,1.05345701183336,707
obj3IMAG065.BMP,142.414,1175,0.728018409044188,1335
obj4IMAG065.BMP,158.127,1231,0.618665436889444,1423
obj5IMAG065.BMP,226.439,514,0.12597098535212,1194
obj6IMAG065.BMP,131.661,315,0.228352683238264,424
obj1IMAG066.BMP,161.783,850,0.408096641671436,1223
obj2IMAG066.BMP,91.303,696,1.04917759641542,714
obj3IMAG066.BMP,148.765,1247,0.708067701192812,1430
obj4IMAG066.BMP,93.346,734,1.05855761025451,747
obj5IMAG066.BMP,133.234,1044,0.739060904879233,1202
obj6IMAG066.BMP,105.601,337,0.379755177159187,429
obj1IMAG067.BMP,162.246,861,0.411021952896855,1241
obj2IMAG067.BMP,91.485,699,1.04951162862044,718
obj3IMAG067.BMP,222.44,458,0.116318707882937,1576
obj4IMAG067.BMP,214.651,413,0.112640373930468,1463
obj5IMAG067.BMP,149.872,264,0.147697377850063,398
obj6IMAG067.BMP,141.116,1130,0.71307595485341,1296
obj7IMAG067.BMP,131.141,1014,0.740919179326573,1166
obj1IMAG068.BMP,88.764,673,1.07337431498952,684
obj2IMAG068.BMP,213.464,446,0.122997259864934,1481
obj3IMAG068.BMP,222.093,454,0.115663405673225,1579
obj4IMAG068.BMP,213.137,420,0.116182697938696,1471
obj5IMAG068.BMP,199.996,408,0.128182107499491,1350
obj6IMAG068.BMP,144.307,263,0.158705075512408,406
obj7IMAG068.BMP,133.406,1026,0.724446801888334,1195
obj1IMAG069.BMP,211.58,433,0.121548200839274,1401
obj2IMAG069.BMP,214.324,449,0.122832868194729,1493
obj3IMAG069.BMP,219.339,445,0.116235331020803,1563
obj4IMAG069.BMP,108.929,333,0.352668819524171,427
obj5IMAG069.BMP,222.363,446,0.11334951687602,1558
obj6IMAG069.BMP,200.757,419,0.130641901386642,1381
obj7IMAG069.BMP,134.547,1062,0.73720172593247,1211
obj1IMAG070.BMP,208.669,410,0.118325364548205,1374
obj2IMAG070.BMP,220.861,430,0.110774615481338,1560
obj3IMAG070.BMP,92.792,724,1.05664075939295,737
obj4IMAG070.BMP,91.94,715,1.06293548800646,728
obj5IMAG070.BMP,215.689,437,0.118041659688573,1510
obj6IMAG070.BMP,201.625,411,0.127046564333768,1394
obj7IMAG070.BMP,135.978,1046,0.710893020241166,1205
obj1IMAG071.BMP,208.379,439,0.127047605786331,1406
obj2IMAG071.BMP,220.54,395,0.102054514070916,1541
obj3IMAG071.BMP,93.172,730,1.05672477135523,745
obj4IMAG071.BMP,92.32,719,1.06010080130216,736
obj5IMAG071.BMP,147.061,1250,0.726314722435084,1419
obj6IMAG071.BMP,201.617,413,0.127674927263707,1382
obj7IMAG071.BMP,134.828,1057,0.73067570385485,1207
obj1IMAG072.BMP,220.92,402,0.103506076849592,1545
obj2IMAG072.BMP,138.74,1089,0.71094231405188,1239
obj3IMAG072.BMP,93.172,730,1.05672477135523,745
obj4IMAG072.BMP,92.221,715,1.05646776760664,730
obj5IMAG072.BMP,147.061,1248,0.725152618879188,1419
obj6IMAG072.BMP,201.038,408,0.126856789761564,1384
obj7IMAG072.BMP,133.902,1051,0.736611428147929,1201
obj1IMAG073.BMP,95.165,749,1.03929102734068,770
obj2IMAG073.BMP,140.196,1127,0.720547365429614,1294
obj3IMAG073.BMP,148.383,1270,0.724845238241601,1443
obj4IMAG073.BMP,89.856,684,1.06456406493634,693
obj5IMAG073.BMP,93.528,737,1.05875154446906,749
obj6IMAG073.BMP,206.884,422,0.123899201085319,1434
obj7IMAG073.BMP,136.515,1059,0.714077053195733,1211
obj1IMAG074.BMP,143.382,1191,0.728001639866584,1358
obj2IMAG074.BMP,139.89,1117,0.717281610752187,1285
obj3IMAG074.BMP,148.11,1270,0.72751980607928,1442
obj4IMAG074.BMP,94.388,744,1.04941974640731,762
obj5IMAG074.BMP,89.98,681,1.0569756886503,693
obj6IMAG074.BMP,149.038,1135,0.642113347531127,1316
obj7IMAG074.BMP,134.911,1056,0.729086504382408,1204
obj1IMAG075.BMP,142.059,1178,0.733529607627115,1338
obj2IMAG075.BMP,157.664,807,0.407960689908248,1172
obj3IMAG075.BMP,148.383,1271,0.725415982523681,1443
obj4IMAG075.BMP,93.999,743,1.0567012251293,759
obj5IMAG075.BMP,91.113,684,1.03539311489989,700
obj6IMAG075.BMP,147.74,1140,0.656324363397075,1319
obj7IMAG075.BMP,136.532,1065,0.717943995511711,1217
obj1IMAG076.BMP,142.059,1182,0.73602037030157,1339
obj2IMAG076.BMP,157.664,803,0.405938579921094,1163
obj3IMAG076.BMP,148.11,1268,0.726374105597266,1441
obj4IMAG076.BMP,93.718,742,1.06161670929234,757
obj5IMAG076.BMP,90.079,682,1.05620234196684,696
obj6IMAG076.BMP,233.667,477,0.109782591268925,1211
obj7IMAG076.BMP,137.665,1063,0.704848938998711,1215
obj1IMAG077.BMP,232.055,487,0.113646735298876,1198
obj2IMAG077.BMP,157.482,799,0.404850611949454,1171
obj3IMAG077.BMP,147.25,1255,0.727349229179935,1413
obj4IMAG077.BMP,94.206,751,1.06339024760592,762
obj5IMAG077.BMP,171.946,841,0.357455270871018,1289
obj6IMAG077.BMP,232.17,469,0.109337843511715,1217
obj7IMAG077.BMP,136.813,1056,0.708955620725073,1213
obj1IMAG078.BMP,163.644,787,0.369304350077872,1167
obj2IMAG078.BMP,127.289,336,0.260595788131952,454
obj3IMAG078.BMP,94.388,752,1.06070382970201,762
obj4IMAG078.BMP,146.464,1282,0.750993378256002,1417
obj5IMAG078.BMP,174.592,837,0.345053662964146,1298
obj6IMAG078.BMP,230.268,469,0.111151551446561,1203
obj7IMAG078.BMP,150.964,1043,0.575105317769173,1218
obj1IMAG079.BMP,162.502,778,0.370230369202387,1156
obj2IMAG079.BMP,113.691,334,0.324716350978238,438
obj3IMAG079.BMP,212.036,436,0.121864482254964,1478
obj4IMAG079.BMP,148.573,1281,0.729254652050695,1450
obj5IMAG079.BMP,171.408,820,0.350720814670802,1254
obj6IMAG079.BMP,135.269,314,0.215646767832392,451
obj7IMAG079.BMP,136.995,1065,0.713099346399361,1224
obj1IMAG080.BMP,220.374,370,0.0957394391231612,1513
obj2IMAG080.BMP,116.495,343,0.317606522454545,457
obj3IMAG080.BMP,208.79,447,0.128854027808818,1473
obj4IMAG080.BMP,149.243,1287,0.726106743438754,1454
obj5IMAG080.BMP,89.484,677,1.06244817396519,685
obj6IMAG080.BMP,235.644,479,0.108400829398089,1196
obj7IMAG080.BMP,135.655,1068,0.729305527750283,1224
obj1IMAG081.BMP,219.721,360,0.0937063951246964,1524
obj2IMAG081.BMP,120.374,344,0.2983341174427,456
obj3IMAG081.BMP,148.573,1283,0.73039322293602,1445
obj4IMAG081.BMP,114.825,391,0.372660801113211,505
obj5IMAG081.BMP,89.484,678,1.0640175213418,685
obj6IMAG081.BMP,237.306,471,0.105102569404871,1195
obj7IMAG081.BMP,99.921,307,0.386397845305514,392
obj1IMAG082.BMP,174.873,847,0.348054900797557,1310
obj2IMAG082.BMP,227.296,436,0.106050511444217,1523
obj3IMAG082.BMP,237.024,546,0.122128735576529,1245
obj4IMAG082.BMP,124.417,382,0.310108575815461,566
obj5IMAG082.BMP,93.834,734,1.04757581598071,753
obj6IMAG082.BMP,147.78,266,0.153059459795634,415
obj7IMAG082.BMP,238.348,465,0.102858406711348,1196
obj8IMAG082.BMP,217.449,472,0.12544028529923,1096
obj1IMAG083.BMP,143.828,1180,0.716811540086852,1354
obj2IMAG083.BMP,227.304,440,0.107015918634335,1528
obj3IMAG083.BMP,235.61,554,0.125410006454344,1248
obj4IMAG083.BMP,125.624,393,0.312937190368907,566
obj5IMAG083.BMP,94.016,738,1.04921064046997,755
obj6IMAG083.BMP,145.729,284,0.168049116884035,426
obj7IMAG083.BMP,237.777,470,0.104464332918803,1198
obj8IMAG083.BMP,88.384,657,1.05688547284772,669
obj1IMAG084.BMP,89.996,678,1.05194526670326,697
obj2IMAG084.BMP,94.76,753,1.05379160904022,769
obj3IMAG084.BMP,144.893,1199,0.717685609240849,1375
obj4IMAG084.BMP,121.985,398,0.336108948376881,566
obj5IMAG084.BMP,94.016,741,1.05347572437431,756
obj6IMAG084.BMP,142.471,298,0.184490149535672,448
obj7IMAG084.BMP,237.033,479,0.107134106284935,1209
obj8IMAG084.BMP,89.922,667,1.03658228499905,686
obj1IMAG085.BMP,89.624,667,1.04348702190106,687
obj2IMAG085.BMP,95.413,762,1.05184012215385,782
obj3IMAG085.BMP,143.52,1206,0.735753472383265,1372
obj4IMAG085.BMP,216.817,410,0.109599117897259,1468
obj5IMAG085.BMP,118.503,365,0.326620950617289,538
obj6IMAG085.BMP,112.938,328,0.323149525450203,432
obj7IMAG085.BMP,230.095,479,0.113692290078048,1169
obj8IMAG085.BMP,88.872,661,1.05167467507264,676
obj1IMAG086.BMP,89.136,666,1.05336239733086,681
obj2IMAG086.BMP,96.083,758,1.03177728027692,781
obj3IMAG086.BMP,143.917,1185,0.718958826045817,1356
obj4IMAG086.BMP,219.464,449,0.117146582647817,1533
obj5IMAG086.BMP,217.901,420,0.111157995797954,1497
obj6IMAG086.BMP,109.993,328,0.340685471110887,425
obj7IMAG086.BMP,230.566,472,0.111573570734184,1168
obj8IMAG086.BMP,136.135,1064,0.721459407204148,1214
obj1IMAG087.BMP,207.729,397,0.11561285071921,1403
obj2IMAG087.BMP,95.041,756,1.05174308452598,777
obj3IMAG087.BMP,93.346,726,1.04702019760868,740
obj4IMAG087.BMP,217.09,444,0.118389502852876,1528
obj5IMAG087.BMP,218.48,428,0.112675698432306,1498
obj6IMAG087.BMP,111.118,330,0.33585743890836,429
obj7IMAG087.BMP,230.459,469,0.110967387245206,1170
obj8IMAG087.BMP,135.854,1065,0.725127893944131,1215
obj1IMAG088.BMP,208.556,397,0.114697775058002,1377
obj2IMAG088.BMP,175.951,884,0.358821659269815,1349
obj3IMAG088.BMP,213.501,367,0.101175672840993,1441
obj4IMAG088.BMP,174.832,869,0.357262792905008,1295
obj5IMAG088.BMP,217.81,427,0.113105079412856,1499
obj6IMAG088.BMP,107.57,329,0.357292109045037,426
obj7IMAG088.BMP,106.762,301,0.331850867845459,404
obj8IMAG088.BMP,135.672,1069,0.729805471252237,1215
obj1IMAG089.BMP,157.367,806,0.408994600524343,1162
obj2IMAG089.BMP,247.058,563,0.115909869304334,1376
obj3IMAG089.BMP,228.944,477,0.114358831825073,1147
obj4IMAG089.BMP,232.723,503,0.116707626185165,1233
obj5IMAG089.BMP,172.41,849,0.358915860763678,1271
obj6IMAG089.BMP,105.345,332,0.375941346665086,432
obj7IMAG089.BMP,106.109,310,0.345992842391278,412
obj8IMAG089.BMP,136.036,1064,0.722509871358403,1215
obj1IMAG090.BMP,161.618,817,0.393054220800463,1187
obj2IMAG090.BMP,228.092,501,0.121011733789141,1149
obj3IMAG090.BMP,176.546,900,0.362857921921522,1373
obj4IMAG090.BMP,171.037,842,0.361694424981261,1252
obj5IMAG090.BMP,109.208,335,0.352976476666784,437
obj6IMAG090.BMP,92.709,715,1.04537500676169,735
obj7IMAG090.BMP,91.212,691,1.04371987656787,709
obj8IMAG090.BMP,88.69,654,1.04481236226139,666
obj1IMAG091.BMP,141.19,1156,0.728718544532152,1324
obj2IMAG091.BMP,143.571,1116,0.680362875431432,1296
obj3IMAG091.BMP,144.474,1225,0.737507699231897,1383
obj4IMAG091.BMP,243.516,522,0.110617888472614,1315
obj5IMAG091.BMP,139.552,1088,0.702047713768036,1257
obj6IMAG091.BMP,93.644,724,1.03750098483297,737
obj7IMAG091.BMP,90.84,693,1.05533136924772,707
obj8IMAG091.BMP,88.02,652,1.05753495538549,665
obj1IMAG092.BMP,140.636,1161,0.737647835769297,1327
obj2IMAG092.BMP,141.586,1123,0.70396164142372,1298
obj3IMAG092.BMP,219.947,492,0.127802362280088,1624
obj4IMAG092.BMP,244.186,531,0.111908445626973,1315
